10000;636.042;2.249
20000;656.564;7.434
30000;687.914;12
40000;682.979;16.295
50000;703.084;20.64
60000;707.468;24.786
70000;692.719;29.16
80000;697.801;33.43
90000;693.872;37.664
100000;699.148;42.219
110000;683.762;46.391
120000;730.169;50.496
130000;702.644;55.043
140000;686.967;59.158
150000;712.386;63.623
160000;707.61;67.83
170000;731.372;72.035
180000;714.049;76.555
190000;782.781;86.331
200000;723.811;85.192
210000;715.699;89.46
220000;700.069;93.613
230000;747.173;98.038
240000;728.904;102.307
250000;704.565;106.609
260000;719.965;110.982
270000;760.391;115.251
280000;719.955;119.76
290000;766.359;123.845
300000;745.009;128.094
310000;719.461;132.611
320000;717.405;137.018
330000;731.385;141.3
340000;765.402;145.631
350000;757.954;150.027
360000;720.327;154.452
370000;716.868;158.769
380000;768.746;162.895
390000;753.713;167.383
400000;761.651;171.666
410000;729.012;176.135
420000;818.18;180.287
430000;698.052;184.732
440000;727.328;189.403
450000;724.917;193.319
460000;738.683;197.817
470000;777.857;202.174
480000;794.077;206.617
490000;756.052;210.864
500000;789.006;215.191
510000;788.074;219.441
520000;766.129;224.087
530000;741.735;228.296
540000;782.501;232.733
550000;768.987;237.106
560000;745.095;241.531
570000;787.44;246.105
580000;749.522;250.416
590000;765.777;254.652
600000;853.739;258.901
610000;760.947;263.354
620000;844.408;267.698
630000;747.991;272.077
640000;905.776;276.381
650000;728.845;280.955
660000;860.039;285.318
670000;826.091;289.828
680000;854.681;294.103
690000;836.576;298.265
700000;890.416;303.18
710000;809.774;307.454
720000;808.459;311.679
730000;861.394;316.112
740000;754.06;320.606
750000;761.871;324.794
760000;803.686;329.463
770000;856.874;333.741
780000;772.338;338.436
790000;775.354;342.433
800000;887.95;347.034
810000;793.452;351.353
820000;843.69;355.764
830000;803.315;360.154
840000;756.712;364.751
850000;953.301;370.297
860000;789.628;376.749
870000;904.67;381.503
880000;930.377;384.224
890000;780.951;389.019
900000;998.674;391.962
910000;819.986;395.77
920000;893.368;401.351
930000;785.415;405.394
940000;902.573;412.039
950000;910.394;414.939
960000;901.914;419.197
970000;777.655;422.74
980000;822.685;426.737
990000;917.702;431.35
1000000;803.139;435.611
